Artikelnummer,Attributname,Attributwert
DWDM-GBIC-55.75,FAQ,"Welche Datenrate überträgt DWDM-GBIC-55.75?||DWDM-GBIC-55.75 überträgt 1,25 Gbit/s (1 Gigabit Ethernet) gemäß 1000BASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-GBIC-55.75?||DWDM-GBIC-55.75 ist im Formfaktor GBIC ausgeführt mit Anschluss Duplex SC.##Welche Reichweite erzielt DWDM-GBIC-55.75?||DWDM-GBIC-55.75 überbrückt 80 km bei 1555,75 nm (≈192,70 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-GBIC-55.75 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-GBIC-55.75: Nein.##In welchem Temperaturbereich arbeitet DWDM-GBIC-55.75?||DWDM-GBIC-55.75 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-GBIC-55.75 eingesetzt?||DWDM-GBIC-55.75 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-GBIC-55.75 mit Strom versorgt?||DWDM-GBIC-55.75 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-GBIC-56.55,FAQ,"Welche Datenrate überträgt DWDM-GBIC-56.55?||DWDM-GBIC-56.55 überträgt 1,25 Gbit/s (1 Gigabit Ethernet) gemäß 1000BASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-GBIC-56.55?||DWDM-GBIC-56.55 ist im Formfaktor GBIC ausgeführt mit Anschluss Duplex SC.##Welche Reichweite erzielt DWDM-GBIC-56.55?||DWDM-GBIC-56.55 überbrückt 80 km bei 1556,55 nm (≈192,60 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-GBIC-56.55 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-GBIC-56.55: Nein.##In welchem Temperaturbereich arbeitet DWDM-GBIC-56.55?||DWDM-GBIC-56.55 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-GBIC-56.55 eingesetzt?||DWDM-GBIC-56.55 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-GBIC-56.55 mit Strom versorgt?||DWDM-GBIC-56.55 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-GBIC-58.17,FAQ,"Welche Datenrate überträgt DWDM-GBIC-58.17?||DWDM-GBIC-58.17 überträgt 1,25 Gbit/s (1 Gigabit Ethernet) gemäß 1000BASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-GBIC-58.17?||DWDM-GBIC-58.17 ist im Formfaktor GBIC ausgeführt mit Anschluss Duplex SC.##Welche Reichweite erzielt DWDM-GBIC-58.17?||DWDM-GBIC-58.17 überbrückt 80 km bei 1558,17 nm (≈192,40 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-GBIC-58.17 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-GBIC-58.17: Nein.##In welchem Temperaturbereich arbeitet DWDM-GBIC-58.17?||DWDM-GBIC-58.17 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-GBIC-58.17 eingesetzt?||DWDM-GBIC-58.17 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-GBIC-58.17 mit Strom versorgt?||DWDM-GBIC-58.17 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-GBIC-58.98,FAQ,"Welche Datenrate überträgt DWDM-GBIC-58.98?||DWDM-GBIC-58.98 überträgt 1,25 Gbit/s (1 Gigabit Ethernet) gemäß 1000BASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-GBIC-58.98?||DWDM-GBIC-58.98 ist im Formfaktor GBIC ausgeführt mit Anschluss Duplex SC.##Welche Reichweite erzielt DWDM-GBIC-58.98?||DWDM-GBIC-58.98 überbrückt 80 km bei 1558,98 nm (≈192,30 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-GBIC-58.98 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-GBIC-58.98: Nein.##In welchem Temperaturbereich arbeitet DWDM-GBIC-58.98?||DWDM-GBIC-58.98 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-GBIC-58.98 eingesetzt?||DWDM-GBIC-58.98 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-GBIC-58.98 mit Strom versorgt?||DWDM-GBIC-58.98 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-GBIC-59.79,FAQ,"Welche Datenrate überträgt DWDM-GBIC-59.79?||DWDM-GBIC-59.79 überträgt 1,25 Gbit/s (1 Gigabit Ethernet) gemäß 1000BASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-GBIC-59.79?||DWDM-GBIC-59.79 ist im Formfaktor GBIC ausgeführt mit Anschluss Duplex SC.##Welche Reichweite erzielt DWDM-GBIC-59.79?||DWDM-GBIC-59.79 überbrückt 80 km bei 1559,79 nm (≈192,20 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-GBIC-59.79 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-GBIC-59.79: Nein.##In welchem Temperaturbereich arbeitet DWDM-GBIC-59.79?||DWDM-GBIC-59.79 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-GBIC-59.79 eingesetzt?||DWDM-GBIC-59.79 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-GBIC-59.79 mit Strom versorgt?||DWDM-GBIC-59.79 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-GBIC-60.61,FAQ,"Welche Datenrate überträgt DWDM-GBIC-60.61?||DWDM-GBIC-60.61 überträgt 1,25 Gbit/s (1 Gigabit Ethernet) gemäß 1000BASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-GBIC-60.61?||DWDM-GBIC-60.61 ist im Formfaktor GBIC ausgeführt mit Anschluss Duplex SC.##Welche Reichweite erzielt DWDM-GBIC-60.61?||DWDM-GBIC-60.61 überbrückt 80 km bei 1560,61 nm (≈192,10 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-GBIC-60.61 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-GBIC-60.61: Nein.##In welchem Temperaturbereich arbeitet DWDM-GBIC-60.61?||DWDM-GBIC-60.61 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-GBIC-60.61 eingesetzt?||DWDM-GBIC-60.61 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-GBIC-60.61 mit Strom versorgt?||DWDM-GBIC-60.61 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
X2-10GB-SR++,FAQ,"Welche Datenrate überträgt X2-10GB-SR++?||X2-10GB-SR++ überträgt 10 Gbit/s gemäß 10GBASE-SR.##Welchen Formfaktor und Anschluss hat X2-10GB-SR++?||X2-10GB-SR++ ist im Formfaktor X2 ausgeführt mit Anschluss SC.##Welche Reichweite erzielt X2-10GB-SR++?||X2-10GB-SR++ überbrückt 300 m bei 850 nm.##Unterstützt X2-10GB-SR++ digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei X2-10GB-SR++: Ja.##In welchem Temperaturbereich arbeitet X2-10GB-SR++?||X2-10GB-SR++ arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird X2-10GB-SR++ eingesetzt?||X2-10GB-SR++ ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird X2-10GB-SR++ mit Strom versorgt?||X2-10GB-SR++ bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
X2-10GB-LR++,FAQ,"Welche Datenrate überträgt X2-10GB-LR++?||X2-10GB-LR++ überträgt 10 Gbit/s gemäß 10GBASE-LR.##Welchen Formfaktor und Anschluss hat X2-10GB-LR++?||X2-10GB-LR++ ist im Formfaktor X2 ausgeführt mit Anschluss SC.##Welche Reichweite erzielt X2-10GB-LR++?||X2-10GB-LR++ überbrückt 10 km bei 1310 nm.##Unterstützt X2-10GB-LR++ digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei X2-10GB-LR++: Ja.##In welchem Temperaturbereich arbeitet X2-10GB-LR++?||X2-10GB-LR++ arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird X2-10GB-LR++ eingesetzt?||X2-10GB-LR++ ist ausgelegt für Campus-/Metro-Netz (Langstrecke).##Wie wird X2-10GB-LR++ mit Strom versorgt?||X2-10GB-LR++ bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
X2-10GB-LRM++,FAQ,"Welche Datenrate überträgt X2-10GB-LRM++?||X2-10GB-LRM++ überträgt 10 Gbit/s gemäß 10GBASE-LRM.##Welchen Formfaktor und Anschluss hat X2-10GB-LRM++?||X2-10GB-LRM++ ist im Formfaktor X2 ausgeführt mit Anschluss SC.##Welche Reichweite erzielt X2-10GB-LRM++?||X2-10GB-LRM++ überbrückt 220 m bei 1310 nm.##Unterstützt X2-10GB-LRM++ digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei X2-10GB-LRM++: Ja.##In welchem Temperaturbereich arbeitet X2-10GB-LRM++?||X2-10GB-LRM++ arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird X2-10GB-LRM++ eingesetzt?||X2-10GB-LRM++ ist ausgelegt für Rechenzentrum (Kurzstrecke).##Wie wird X2-10GB-LRM++ mit Strom versorgt?||X2-10GB-LRM++ bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
XFP-10GER-192IR+,FAQ,"Welche Datenrate überträgt XFP-10GER-192IR+?||XFP-10GER-192IR+ überträgt 10 Gbit/s gemäß 10GBASE-ER / OC-192-STM-64 IR.##Welchen Formfaktor und Anschluss hat XFP-10GER-192IR+?||XFP-10GER-192IR+ ist im Formfaktor XFP ausgeführt mit Anschluss Duplex LC.##Welche Reichweite erzielt XFP-10GER-192IR+?||XFP-10GER-192IR+ überbrückt ≈40 km bei 1550 nm.##Unterstützt XFP-10GER-192IR+ digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei XFP-10GER-192IR+: Ja.##In welchem Temperaturbereich arbeitet XFP-10GER-192IR+?||XFP-10GER-192IR+ arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird XFP-10GER-192IR+ eingesetzt?||XFP-10GER-192IR+ ist ausgelegt für Transportnetz (SONET/SDH).##Wie wird XFP-10GER-192IR+ mit Strom versorgt?||XFP-10GER-192IR+ bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-30.33,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-30.33?||DWDM-XENPAK-30.33 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-30.33?||DWDM-XENPAK-30.33 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-30.33?||DWDM-XENPAK-30.33 überbrückt 80 km bei 1530,33 nm (≈195,90 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-30.33 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-30.33: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-30.33?||DWDM-XENPAK-30.33 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-30.33 eingesetzt?||DWDM-XENPAK-30.33 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-30.33 mit Strom versorgt?||DWDM-XENPAK-30.33 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-31.12,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-31.12?||DWDM-XENPAK-31.12 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-31.12?||DWDM-XENPAK-31.12 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-31.12?||DWDM-XENPAK-31.12 überbrückt 80 km bei 1531,12 nm (≈195,80 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-31.12 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-31.12: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-31.12?||DWDM-XENPAK-31.12 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-31.12 eingesetzt?||DWDM-XENPAK-31.12 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-31.12 mit Strom versorgt?||DWDM-XENPAK-31.12 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-31.90,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-31.90?||DWDM-XENPAK-31.90 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-31.90?||DWDM-XENPAK-31.90 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-31.90?||DWDM-XENPAK-31.90 überbrückt 80 km bei 1531,90 nm (≈195,70 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-31.90 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-31.90: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-31.90?||DWDM-XENPAK-31.90 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-31.90 eingesetzt?||DWDM-XENPAK-31.90 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-31.90 mit Strom versorgt?||DWDM-XENPAK-31.90 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-32.68,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-32.68?||DWDM-XENPAK-32.68 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-32.68?||DWDM-XENPAK-32.68 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-32.68?||DWDM-XENPAK-32.68 überbrückt 80 km bei 1532,68 nm (≈195,60 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-32.68 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-32.68: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-32.68?||DWDM-XENPAK-32.68 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-32.68 eingesetzt?||DWDM-XENPAK-32.68 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-32.68 mit Strom versorgt?||DWDM-XENPAK-32.68 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-34.25,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-34.25?||DWDM-XENPAK-34.25 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-34.25?||DWDM-XENPAK-34.25 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-34.25?||DWDM-XENPAK-34.25 überbrückt 80 km bei 1534,25 nm (≈195,40 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-34.25 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-34.25: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-34.25?||DWDM-XENPAK-34.25 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-34.25 eingesetzt?||DWDM-XENPAK-34.25 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-34.25 mit Strom versorgt?||DWDM-XENPAK-34.25 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-35.04,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-35.04?||DWDM-XENPAK-35.04 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-35.04?||DWDM-XENPAK-35.04 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-35.04?||DWDM-XENPAK-35.04 überbrückt 80 km bei 1535,04 nm (≈195,30 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-35.04 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-35.04: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-35.04?||DWDM-XENPAK-35.04 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-35.04 eingesetzt?||DWDM-XENPAK-35.04 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-35.04 mit Strom versorgt?||DWDM-XENPAK-35.04 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-35.82,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-35.82?||DWDM-XENPAK-35.82 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-35.82?||DWDM-XENPAK-35.82 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-35.82?||DWDM-XENPAK-35.82 überbrückt 80 km bei 1535,82 nm (≈195,20 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-35.82 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-35.82: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-35.82?||DWDM-XENPAK-35.82 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-35.82 eingesetzt?||DWDM-XENPAK-35.82 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-35.82 mit Strom versorgt?||DWDM-XENPAK-35.82 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-36.61,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-36.61?||DWDM-XENPAK-36.61 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-36.61?||DWDM-XENPAK-36.61 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-36.61?||DWDM-XENPAK-36.61 überbrückt 80 km bei 1536,61 nm (≈195,10 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-36.61 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-36.61: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-36.61?||DWDM-XENPAK-36.61 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-36.61 eingesetzt?||DWDM-XENPAK-36.61 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-36.61 mit Strom versorgt?||DWDM-XENPAK-36.61 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-38.19,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-38.19?||DWDM-XENPAK-38.19 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-38.19?||DWDM-XENPAK-38.19 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-38.19?||DWDM-XENPAK-38.19 überbrückt 80 km bei 1538,19 nm (≈194,90 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-38.19 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-38.19: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-38.19?||DWDM-XENPAK-38.19 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-38.19 eingesetzt?||DWDM-XENPAK-38.19 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-38.19 mit Strom versorgt?||DWDM-XENPAK-38.19 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-38.98,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-38.98?||DWDM-XENPAK-38.98 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-38.98?||DWDM-XENPAK-38.98 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-38.98?||DWDM-XENPAK-38.98 überbrückt 80 km bei 1538,98 nm (≈194,80 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-38.98 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-38.98: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-38.98?||DWDM-XENPAK-38.98 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-38.98 eingesetzt?||DWDM-XENPAK-38.98 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-38.98 mit Strom versorgt?||DWDM-XENPAK-38.98 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-39.77,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-39.77?||DWDM-XENPAK-39.77 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-39.77?||DWDM-XENPAK-39.77 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-39.77?||DWDM-XENPAK-39.77 überbrückt 80 km bei 1539,77 nm (≈194,70 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-39.77 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-39.77: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-39.77?||DWDM-XENPAK-39.77 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-39.77 eingesetzt?||DWDM-XENPAK-39.77 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-39.77 mit Strom versorgt?||DWDM-XENPAK-39.77 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-40.56,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-40.56?||DWDM-XENPAK-40.56 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-40.56?||DWDM-XENPAK-40.56 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-40.56?||DWDM-XENPAK-40.56 überbrückt 80 km bei 1540,56 nm (≈194,60 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-40.56 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-40.56: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-40.56?||DWDM-XENPAK-40.56 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-40.56 eingesetzt?||DWDM-XENPAK-40.56 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-40.56 mit Strom versorgt?||DWDM-XENPAK-40.56 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
DWDM-XENPAK-42.14,FAQ,"Welche Datenrate überträgt DWDM-XENPAK-42.14?||DWDM-XENPAK-42.14 überträgt 10 Gbit/s (10 Gigabit Ethernet) gemäß 10GBASE-DWDM (ITU 100-GHz-Raster).##Welchen Formfaktor und Anschluss hat DWDM-XENPAK-42.14?||DWDM-XENPAK-42.14 ist im Formfaktor XENPAK ausgeführt mit Anschluss SC.##Welche Reichweite erzielt DWDM-XENPAK-42.14?||DWDM-XENPAK-42.14 überbrückt 80 km bei 1542,14 nm (≈194,40 THz, ITU 100-GHz-Raster).##Unterstützt DWDM-XENPAK-42.14 digitales Diagnose-Monitoring (DOM/DDM)?||DOM/DDM-Unterstützung bei DWDM-XENPAK-42.14: Ja.##In welchem Temperaturbereich arbeitet DWDM-XENPAK-42.14?||DWDM-XENPAK-42.14 arbeitet laut Datenblatt im Bereich 0 bis 70 °C.##Wofür wird DWDM-XENPAK-42.14 eingesetzt?||DWDM-XENPAK-42.14 ist ausgelegt für Carrier-/Transportnetz (DWDM / kohärent).##Wie wird DWDM-XENPAK-42.14 mit Strom versorgt?||DWDM-XENPAK-42.14 bezieht die Versorgung über den Host-Port; ein externes Netzteil ist nicht erforderlich."
