Artikelnummer;Artikelname;Kurzbeschreibung;Beschreibung;URL-Pfad;Artikelgewicht;Versandgewicht;HAN;Hersteller;Versandklasse;Verkaufseinheit;Titel-Tag (SEO);Meta-Description (SEO);Kategorie Ebene 1;Kategorie Ebene 2;Kategorie Ebene 3;Überverkauf Plattform Hexwaren;Bestandsführung aktiv;Überverkäufe möglich
AOC-S-S-10G-10M;Arista AOC-S-S-10G-10M 10G AOC SFP+ auf SFP+ – aktives optisches Kabel (AOC), Länge 10 m;"<p>Das Arista AOC-S-S-10G-10M ist ein 10-Gigabit-aktives optisches Kabel (AOC). Über eine Länge von 10 m verbindet es SFP+ auf SFP+; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Die integrierte Optik wird über die Ports versorgt; ein externes Netzteil entfällt. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista AOC-S-S-10G-10M ist ein 10-Gigabit-aktives optisches Kabel (AOC) für SFP+ auf SFP+ und überträgt 10 Gbit/s.</p><p>Über eine feste Länge von 10 m verbindet das AOC-S-S-10G-10M Arista SFP+ auf SFP+; Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 10 m; die werkseitig terminierte Aktivoptik liefert eine geringe Latenz und einen niedrigen Stromverbrauch. Über den Anschluss SFP+ auf SFP+ eignet sich das AOC-S-S-10G-10M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-AOC-Kabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/aoc-s-s-10g-10m;0,02;0,15;AOC-S-S-10G-10M;Arista;standard;Stk;Arista AOC-S-S-10G-10M 10G AOC 10 m | Hexwaren;Original Arista AOC-S-S-10G-10M: 10-Gigabit-aktives optisches kabel (aoc) SFP+ auf SFP+, Länge 10 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;AOC Kabel;TRUE;Y;Y
AOC-S-S-10G-15M;Arista AOC-S-S-10G-15M 10G AOC SFP+ auf SFP+ – aktives optisches Kabel (AOC), Länge 15 m;"<p>Das Arista AOC-S-S-10G-15M ist ein 10-Gigabit-aktives optisches Kabel (AOC). Über eine Länge von 15 m verbindet es SFP+ auf SFP+; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Die integrierte Optik wird über die Ports versorgt; ein externes Netzteil entfällt. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista AOC-S-S-10G-15M ist ein 10-Gigabit-aktives optisches Kabel (AOC) für SFP+ auf SFP+ und überträgt 10 Gbit/s.</p><p>Über eine feste Länge von 15 m verbindet das AOC-S-S-10G-15M Arista SFP+ auf SFP+; Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 15 m; die werkseitig terminierte Aktivoptik liefert eine geringe Latenz und einen niedrigen Stromverbrauch. Über den Anschluss SFP+ auf SFP+ eignet sich das AOC-S-S-10G-15M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-AOC-Kabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/aoc-s-s-10g-15m;0,02;0,15;AOC-S-S-10G-15M;Arista;standard;Stk;Arista AOC-S-S-10G-15M 10G AOC 15 m | Hexwaren;Original Arista AOC-S-S-10G-15M: 10-Gigabit-aktives optisches kabel (aoc) SFP+ auf SFP+, Länge 15 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;AOC Kabel;TRUE;Y;Y
AOC-S-S-10G-20M;Arista AOC-S-S-10G-20M 10G AOC SFP+ auf SFP+ – aktives optisches Kabel (AOC), Länge 20 m;"<p>Das Arista AOC-S-S-10G-20M ist ein 10-Gigabit-aktives optisches Kabel (AOC). Über eine Länge von 20 m verbindet es SFP+ auf SFP+; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Die integrierte Optik wird über die Ports versorgt; ein externes Netzteil entfällt. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista AOC-S-S-10G-20M ist ein 10-Gigabit-aktives optisches Kabel (AOC) für SFP+ auf SFP+ und überträgt 10 Gbit/s.</p><p>Über eine feste Länge von 20 m verbindet das AOC-S-S-10G-20M Arista SFP+ auf SFP+; Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 20 m; die werkseitig terminierte Aktivoptik liefert eine geringe Latenz und einen niedrigen Stromverbrauch. Über den Anschluss SFP+ auf SFP+ eignet sich das AOC-S-S-10G-20M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-AOC-Kabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/aoc-s-s-10g-20m;0,02;0,15;AOC-S-S-10G-20M;Arista;standard;Stk;Arista AOC-S-S-10G-20M 10G AOC 20 m | Hexwaren;Original Arista AOC-S-S-10G-20M: 10-Gigabit-aktives optisches kabel (aoc) SFP+ auf SFP+, Länge 20 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;AOC Kabel;TRUE;Y;Y
AOC-S-S-10G-25M;Arista AOC-S-S-10G-25M 10G AOC SFP+ auf SFP+ – aktives optisches Kabel (AOC), Länge 25 m;"<p>Das Arista AOC-S-S-10G-25M ist ein 10-Gigabit-aktives optisches Kabel (AOC). Über eine Länge von 25 m verbindet es SFP+ auf SFP+; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Die integrierte Optik wird über die Ports versorgt; ein externes Netzteil entfällt. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista AOC-S-S-10G-25M ist ein 10-Gigabit-aktives optisches Kabel (AOC) für SFP+ auf SFP+ und überträgt 10 Gbit/s.</p><p>Über eine feste Länge von 25 m verbindet das AOC-S-S-10G-25M Arista SFP+ auf SFP+; Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 25 m; die werkseitig terminierte Aktivoptik liefert eine geringe Latenz und einen niedrigen Stromverbrauch. Über den Anschluss SFP+ auf SFP+ eignet sich das AOC-S-S-10G-25M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-AOC-Kabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/aoc-s-s-10g-25m;0,02;0,15;AOC-S-S-10G-25M;Arista;standard;Stk;Arista AOC-S-S-10G-25M 10G AOC 25 m | Hexwaren;Original Arista AOC-S-S-10G-25M: 10-Gigabit-aktives optisches kabel (aoc) SFP+ auf SFP+, Länge 25 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;AOC Kabel;TRUE;Y;Y
AOC-S-S-10G-30M;Arista AOC-S-S-10G-30M 10G AOC SFP+ auf SFP+ – aktives optisches Kabel (AOC), Länge 30 m;"<p>Das Arista AOC-S-S-10G-30M ist ein 10-Gigabit-aktives optisches Kabel (AOC). Über eine Länge von 30 m verbindet es SFP+ auf SFP+; die Enden sind fest konfektioniert und im Kabel enthalten.</p><p>Die integrierte Optik wird über die Ports versorgt; ein externes Netzteil entfällt. Es ist auf Arista-Switches der entsprechenden Portklasse abgestimmt.</p>";"<p>Das Arista AOC-S-S-10G-30M ist ein 10-Gigabit-aktives optisches Kabel (AOC) für SFP+ auf SFP+ und überträgt 10 Gbit/s.</p><p>Über eine feste Länge von 30 m verbindet das AOC-S-S-10G-30M Arista SFP+ auf SFP+; Die integrierte Optik wird über die Ports versorgt, ein externes Netzteil entfällt.</p><p>Es ist für den Betrieb an Arista-Switches der passenden Portklasse unter Arista EOS vorgesehen. Laut Datenblatt überträgt das Kabel über eine fest konfektionierte Länge von 30 m; die werkseitig terminierte Aktivoptik liefert eine geringe Latenz und einen niedrigen Stromverbrauch. Über den Anschluss SFP+ auf SFP+ eignet sich das AOC-S-S-10G-30M für Rechenzentrum (Top-of-Rack-/Row-Verkabelung). Originales Arista-AOC-Kabel für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/aoc-s-s-10g-30m;0,02;0,15;AOC-S-S-10G-30M;Arista;standard;Stk;Arista AOC-S-S-10G-30M 10G AOC 30 m | Hexwaren;Original Arista AOC-S-S-10G-30M: 10-Gigabit-aktives optisches kabel (aoc) SFP+ auf SFP+, Länge 30 m. Konfektionierte Enden, für Arista-Switches (EOS).;Netzwerk & Infrastruktur;Transceivers & SFP Module;AOC Kabel;TRUE;Y;Y
SFP-10G-T;Arista SFP-10G-T 10G SFP+ Optik-Transceiver – Twisted-Pair-Kupfer (Cat6a), RJ45, bis zu 30 m;<p>Der Arista SFP-10G-T ist ein 10-Gigabit-SFP+-Transceiver für Twisted-Pair-Kupfer (Cat6a). Über den rj45-anschluss überbrückt bis zu 30 m.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit SFP+-Steckplätzen unter EOS abgestimmt. Vor dem Einsatz ist die Freigabe für Plattform und EOS-Version zu prüfen.</p>;"<p>Der Arista SFP-10G-T ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor und überträgt 10 Gbit/s über Twisted-Pair-Kupfer (Cat6a).</p><p>Der Arista SFP-10G-T arbeitet über den RJ45-Anschluss und erreicht eine Reichweite von bis zu 30 m; die Übertragung erfolgt elektrisch über Twisted-Pair-Kupfer, der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das SFP-10G-T ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Über den Anschluss RJ45 eignet sich das SFP-10G-T für Zugriffs-/Verteilnetz (Kupfer). Das SFP-10G-T ist für Twisted-Pair-Kupfer (Cat6a) ausgelegt und im Temperaturbereich 0 bis 70 °C spezifiziert. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/sfp-10g-t;0,02;0,15;SFP-10G-T;Arista;standard;Stk;Arista SFP-10G-T 10G SFP+ 30 m | Hexwaren;Original Arista SFP-10G-T: 10-Gigabit-Transceiver (SFP+), Kupfer, RJ45, bis zu 30 m. Für Arista-Switches (EOS) Verlässliche Optik für Rechenzentrum und Campus.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
SFP-10G-T-RP;Arista SFP-10G-T-RP 10G SFP+ Optik-Transceiver – Twisted-Pair-Kupfer (Cat6a), RJ45, bis zu 30 m;<p>Der Arista SFP-10G-T-RP ist ein 10-Gigabit-SFP+-Transceiver für Twisted-Pair-Kupfer (Cat6a). Über den rj45-anschluss überbrückt bis zu 30 m.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit SFP+-Steckplätzen unter EOS abgestimmt. Vor dem Einsatz ist die Freigabe für Plattform und EOS-Version zu prüfen.</p>;"<p>Der Arista SFP-10G-T-RP ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor und überträgt 10 Gbit/s über Twisted-Pair-Kupfer (Cat6a).</p><p>Der Arista SFP-10G-T-RP arbeitet über den RJ45-Anschluss und erreicht eine Reichweite von bis zu 30 m; die Übertragung erfolgt elektrisch über Twisted-Pair-Kupfer, der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das SFP-10G-T-RP ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Über den Anschluss RJ45 eignet sich das SFP-10G-T-RP für Zugriffs-/Verteilnetz (Kupfer). Das SFP-10G-T-RP ist für Twisted-Pair-Kupfer (Cat6a) ausgelegt und im Temperaturbereich 0 bis 70 °C spezifiziert. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/sfp-10g-t-rp;0,02;0,15;SFP-10G-T-RP;Arista;standard;Stk;Arista SFP-10G-T-RP 10G SFP+ 30 m | Hexwaren;Original Arista SFP-10G-T-RP: 10-Gigabit-Transceiver (SFP+), Kupfer, RJ45, bis zu 30 m. Für Arista-Switches (EOS) Verlässliche Optik für Rechenzentrum und Campus.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
SFP-10G-MRA-T;Arista SFP-10G-MRA-T 10G SFP+ Optik-Transceiver – Twisted-Pair-Kupfer (Cat6a), RJ45, bis zu 30 m;<p>Der Arista SFP-10G-MRA-T ist ein 10-Gigabit-SFP+-Transceiver für Twisted-Pair-Kupfer (Cat6a). Über den rj45-anschluss überbrückt bis zu 30 m.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit SFP+-Steckplätzen unter EOS abgestimmt. Vor dem Einsatz ist die Freigabe für Plattform und EOS-Version zu prüfen.</p>;"<p>Der Arista SFP-10G-MRA-T ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor und überträgt 10 Gbit/s über Twisted-Pair-Kupfer (Cat6a).</p><p>Der Arista SFP-10G-MRA-T arbeitet über den RJ45-Anschluss und erreicht eine Reichweite von bis zu 30 m; die Übertragung erfolgt elektrisch über Twisted-Pair-Kupfer, der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das SFP-10G-MRA-T ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Über den Anschluss RJ45 eignet sich das SFP-10G-MRA-T für Zugriffs-/Verteilnetz (Kupfer). Das SFP-10G-MRA-T ist für Twisted-Pair-Kupfer (Cat6a) ausgelegt und im Temperaturbereich 0 bis 70 °C spezifiziert. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/sfp-10g-mra-t;0,02;0,15;SFP-10G-MRA-T;Arista;standard;Stk;Arista SFP-10G-MRA-T 10G SFP+ 30 m | Hexwaren;Original Arista SFP-10G-MRA-T: 10-Gigabit-Transceiver (SFP+), Kupfer, RJ45, bis zu 30 m. Für Arista-Switches (EOS) Verlässliche Optik für Rechenzentrum und Campus.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
SFP-10G-SRL;Arista SFP-10G-SRL 10G SFP+ 10GBASE-SRL-Transceiver – Multimode-Glasfaser (MMF) (OM3/OM4), bis zu 150 m;<p>Der Arista SFP-10G-SRL ist ein 10-Gigabit-SFP+-Transceiver vom Typ 10GBASE-SRL für Multimode-Glasfaser (MMF) (OM3/OM4). Das Modul überbrückt bis zu 150 m.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit SFP+-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das SFP-10G-SRL nach 10GBASE-SRL bei 1550 nm und erreicht bis zu 150 m.</p>;"<p>Der Arista SFP-10G-SRL ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor nach 10GBASE-SRL und überträgt 10 Gbit/s über Multimode-Glasfaser (MMF) (OM3/OM4).</p><p>Der Arista SFP-10G-SRL erreicht eine Reichweite von bis zu 150 m; die Sendewellenlänge liegt bei 1550 nm, der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das SFP-10G-SRL ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt die Betriebswellenlänge 1550 nm, die Reichweite bis zu 150 m; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Laut Datenblatt arbeitet das SFP-10G-SRL nach 10GBASE-SRL bei 1550 nm und erreicht bis zu 150 m. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/sfp-10g-srl;0,02;0,15;SFP-10G-SRL;Arista;standard;Stk;Arista SFP-10G-SRL 10G SFP+ 10GBASE-SRL | Hexwaren;"Original Arista SFP-10G-SRL: 10GBASE-SRL 10-Gigabit-Transceiver (SFP+), Multimode, bis zu 150 m. Für Arista-Switches (EOS) Rechenzentrum (Kurzstrecke); 1550 nm; 0 bis 70 °C.";Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
SFP-10G-SR;Arista SFP-10G-SR 10G SFP+ 10GBASE-SR-Transceiver – Multimode-Glasfaser (MMF) (OM3/OM4), bis zu 400 m;<p>Der Arista SFP-10G-SR ist ein 10-Gigabit-SFP+-Transceiver vom Typ 10GBASE-SR für Multimode-Glasfaser (MMF) (OM3/OM4). Das Modul überbrückt bis zu 400 m.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit SFP+-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das SFP-10G-SR nach 10GBASE-SR bei 850 nm (MMF) und erreicht bis zu 400 m.</p>;"<p>Der Arista SFP-10G-SR ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor nach 10GBASE-SR und überträgt 10 Gbit/s über Multimode-Glasfaser (MMF) (OM3/OM4).</p><p>Der Arista SFP-10G-SR erreicht eine Reichweite von bis zu 400 m; die Sendewellenlänge liegt bei 850 nm (MMF), der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das SFP-10G-SR ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt arbeitet das SFP-10G-SR nach 10GBASE-SR bei 850 nm (MMF) und erreicht bis zu 400 m. Das SFP-10G-SR ist für Multimode-Glasfaser (MMF) (OM3/OM4) ausgelegt und im Temperaturbereich 0 bis 70 °C spezifiziert. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/sfp-10g-sr;0,02;0,15;SFP-10G-SR;Arista;standard;Stk;Arista SFP-10G-SR 10G SFP+ 10GBASE-SR | Hexwaren;Original Arista SFP-10G-SR: 10GBASE-SR 10-Gigabit-Transceiver (SFP+), Multimode, bis zu 400 m. Für Arista-Switches (EOS) Verlässliche Optik für Rechenzentrum und Campus.;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
SFP-10G-LRL;Arista SFP-10G-LRL 10G SFP+ 10GBASE-LRL-Transceiver – Singlemode-Glasfaser (SMF), LC (Duplex), bis zu 1 km;<p>Der Arista SFP-10G-LRL ist ein 10-Gigabit-SFP+-Transceiver vom Typ 10GBASE-LRL für Singlemode-Glasfaser (SMF). Über den lc (duplex)-anschluss überbrückt bis zu 1 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit SFP+-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das SFP-10G-LRL nach 10GBASE-LRL bei 1310 nm und erreicht bis zu 1 km.</p>;"<p>Der Arista SFP-10G-LRL ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor nach 10GBASE-LRL und überträgt 10 Gbit/s über Singlemode-Glasfaser (SMF).</p><p>Der Arista SFP-10G-LRL arbeitet über den LC (Duplex)-Anschluss und erreicht eine Reichweite von bis zu 1 km; die Sendewellenlänge liegt bei 1310 nm, der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das SFP-10G-LRL ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt der Transceiver-Typ LRL, die Betriebswellenlänge 1310 nm, die Reichweite bis zu 1 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/sfp-10g-lrl;0,02;0,15;SFP-10G-LRL;Arista;standard;Stk;Arista SFP-10G-LRL 10G SFP+ 10GBASE-LRL | Hexwaren;"Original Arista SFP-10G-LRL: 10GBASE-LRL 10-Gigabit-Transceiver (SFP+), Singlemode, LC (Duplex), bis zu 1 km. Für Arista-Switches (EOS) Rechenzentrum (Kurzstrecke); 1310 nm.";Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
SFP-10G-LR;Arista SFP-10G-LR 10G SFP+ 10GBASE-LR-Transceiver – Singlemode-Glasfaser (SMF), LC (Duplex), bis zu 10 km;<p>Der Arista SFP-10G-LR ist ein 10-Gigabit-SFP+-Transceiver vom Typ 10GBASE-LR für Singlemode-Glasfaser (SMF). Über den lc (duplex)-anschluss überbrückt bis zu 10 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit SFP+-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das SFP-10G-LR nach 10GBASE-LR bei 1310 nm und erreicht bis zu 10 km.</p>;"<p>Der Arista SFP-10G-LR ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor nach 10GBASE-LR und überträgt 10 Gbit/s über Singlemode-Glasfaser (SMF).</p><p>Der Arista SFP-10G-LR arbeitet über den LC (Duplex)-Anschluss und erreicht eine Reichweite von bis zu 10 km; die Sendewellenlänge liegt bei 1310 nm, der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das SFP-10G-LR ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt der Transceiver-Typ LR, die Betriebswellenlänge 1310 nm, die Reichweite bis zu 10 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/sfp-10g-lr;0,02;0,15;SFP-10G-LR;Arista;standard;Stk;Arista SFP-10G-LR 10G SFP+ 10GBASE-LR | Hexwaren;Original Arista SFP-10G-LR: 10GBASE-LR 10-Gigabit-Transceiver (SFP+), Singlemode, LC (Duplex), bis zu 10 km. Für Arista-Switches (EOS) Campus-/Metro-Netz (Langstrecke).;Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
SFP-10G-ERLBD-U;Arista SFP-10G-ERLBD-U 10G SFP+ 10GBASE-ERLBD-Transceiver – Singlemode-Glasfaser (SMF), bis zu 30 km;<p>Der Arista SFP-10G-ERLBD-U ist ein 10-Gigabit-SFP+-Transceiver vom Typ 10GBASE-ERLBD für Singlemode-Glasfaser (SMF). Das Modul überbrückt bis zu 30 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit SFP+-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das SFP-10G-ERLBD-U nach 10GBASE-ERLBD bei 1270 / 1330 nm (BiDi, SMF) und erreicht bis zu 30 km.</p>;"<p>Der Arista SFP-10G-ERLBD-U ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor nach 10GBASE-ERLBD und überträgt 10 Gbit/s über Singlemode-Glasfaser (SMF).</p><p>Der Arista SFP-10G-ERLBD-U erreicht eine Reichweite von bis zu 30 km; die Sendewellenlänge liegt bei 1270 / 1330 nm (BiDi, SMF), der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das SFP-10G-ERLBD-U ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt die Betriebswellenlänge 1270 / 1330 nm (BiDi, SMF), die Reichweite bis zu 30 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/sfp-10g-erlbd-u;0,02;0,15;SFP-10G-ERLBD-U;Arista;standard;Stk;Arista SFP-10G-ERLBD-U 10G SFP+ 10GBASE-ERLBD | Hexwaren;"Original Arista SFP-10G-ERLBD-U: 10GBASE-ERLBD 10-Gigabit-Transceiver (SFP+), Singlemode, bis zu 30 km. Für Arista-Switches (EOS) Metro-/Weitverkehrsnetz; 1270 / 1330 nm (BiDi, SMF).";Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
SFP-10G-ERLBD-D;Arista SFP-10G-ERLBD-D 10G SFP+ 10GBASE-ERLBD-Transceiver – Singlemode-Glasfaser (SMF), bis zu 30 km;<p>Der Arista SFP-10G-ERLBD-D ist ein 10-Gigabit-SFP+-Transceiver vom Typ 10GBASE-ERLBD für Singlemode-Glasfaser (SMF). Das Modul überbrückt bis zu 30 km.</p><p>Das Modul ist im laufenden Betrieb tauschbar (Hot-Plug) und auf Arista-Switches mit SFP+-Steckplätzen unter EOS abgestimmt. Laut Datenblatt arbeitet das SFP-10G-ERLBD-D nach 10GBASE-ERLBD bei 1270 / 1330 nm (BiDi, SMF) und erreicht bis zu 30 km.</p>;"<p>Der Arista SFP-10G-ERLBD-D ist ein 10-Gigabit-Transceiver im SFP+-Formfaktor nach 10GBASE-ERLBD und überträgt 10 Gbit/s über Singlemode-Glasfaser (SMF).</p><p>Der Arista SFP-10G-ERLBD-D erreicht eine Reichweite von bis zu 30 km; die Sendewellenlänge liegt bei 1270 / 1330 nm (BiDi, SMF), der Betrieb ist für ein Gehäusetemperaturfenster von 0 bis 70 °C spezifiziert.</p><p>Das SFP-10G-ERLBD-D ist im laufenden Betrieb steckbar (Hot-Plug), für den Betrieb unter Arista EOS qualifiziert. Laut Datenblatt die Betriebswellenlänge 1270 / 1330 nm (BiDi, SMF), die Reichweite bis zu 30 km; der Betriebstemperaturbereich liegt bei 0 bis 70 °C. Originaler Arista-Transceiver für den professionellen Einsatz in Arista-Netzwerkumgebungen.</p>";arista/sfp-10g-erlbd-d;0,02;0,15;SFP-10G-ERLBD-D;Arista;standard;Stk;Arista SFP-10G-ERLBD-D 10G SFP+ 10GBASE-ERLBD | Hexwaren;"Original Arista SFP-10G-ERLBD-D: 10GBASE-ERLBD 10-Gigabit-Transceiver (SFP+), Singlemode, bis zu 30 km. Für Arista-Switches (EOS) Metro-/Weitverkehrsnetz; 1270 / 1330 nm (BiDi, SMF).";Netzwerk & Infrastruktur;Transceivers & SFP Module;SFP+;TRUE;Y;Y
