Artikelnummer,FAQ
CFP2-WDM-DS-1HL,"Worin unterscheidet sich DS von DETS?||Beide nutzen 100G-SC-FEC; das DS verzichtet jedoch auf das abstimmbare optische Filter (TOF), das DETS enthält.##Auf welche Rate ist das DS-1HL lizenziert?||Ab Werk auf 100 Gbit/s (Endung 1HL); die Hardware ist 200G-fähig.##Bekomme ich Originalware?||Ja — versiegelte Cisco-Neuware mit Cisco Quality-ID aus dem autorisierten Distributionskanal."
CFP2-WDM-DS100-HL,"Lässt sich das DS100-HL auf 200G aufrüsten?||Nein — es ist als reines 100G-Modul (DP-QPSK) mit SC-FEC ausgelegt, ohne 200G-Pfad.##Hat es ein abstimmbares Filter?||Nein, es ist Non-TOF; die C-Band-Durchstimmung bleibt erhalten.##Ist es originale Cisco-Neuware?||Ja — fabrikneu versiegelt, mit Cisco Quality-ID, aus dem autorisierten Kanal."
DP04CFP2-M25-K9,"Welche Datenraten deckt das DP04CFP2-M25-K9 ab?||Multi-Rate von 100G DP-QPSK über 200G bis 400G DP-16QAM, kohärent im durchstimmbaren C-Band.##Was bedeutet das K9 im Namen?||Es kennzeichnet die Ausführung mit integrierter Hardware-Verschlüsselung.##Ist dies ein Cisco-Original?||Ja — versiegelte Cisco-Neuware mit Cisco Quality-ID aus dem autorisierten Kanal."
ONS-CFP2-WDM,"Was bedeutet ACO gegenüber DCO?||Bei ACO (Analog Coherent Optics) liegt der DSP auf der Linecard; bei DCO im Modul. ONS-CFP2-WDM ist die ACO-Variante.##Welches Kanalraster nutzt das Modul?||96 Kanäle im C-Band bei 50-GHz-Raster, mit SD-FEC.##Ist dies originale Cisco-Neuware?||Ja — versiegelt, aus dem autorisierten Kanal, mit Cisco Quality-ID."
ONS-CFP2-WDM2,"Was ist neu an der WDM2-Generation?||Sie ist die überarbeitete zweite Generation des analogen ONS-CFP2-WDM für die Cisco NCS 2000.##Ist es DCO oder ACO?||ACO — Analog Coherent Optics, mit DSP auf der Linecard.##Bekomme ich Original-Neuware?||Ja — versiegelte Cisco-Neuware mit Cisco Quality-ID."
ONS-CFP2D-400G-C,"Ist das ONS-CFP2D-400G-C analog oder digital?||Digital (DCO) — das D im Namen kennzeichnet den im Modul integrierten DSP, anders als die analogen ONS-CFP2-WDM-Module.##Wie hoch ist die maximale Rate?||Bis 400 Gbit/s, multi-rate von 100G DP-QPSK bis 400G DP-16QAM.##Ist dies ein Cisco-Original?||Ja — versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-2Q200-CU1M,"Worauf teilt das QDD-2Q200-CU1M auf?||Auf zwei QSFP56-Ports — ein 200G-QSFP-DD-Port wird passiv in 2×100G aufgefächert.##Hat es eine Stromaufnahme?||Nein, es ist ein passives Twinax-Kupferkabel.##Cisco-Original?||Ja, versiegelte Neuware mit Cisco Quality-ID."
QDD-2Q200-CU2M,"Worauf teilt das QDD-2Q200-CU2M auf?||Auf zwei QSFP56-Ports — ein 200G-QSFP-DD-Port wird passiv in 2×100G aufgefächert.##Hat es eine Stromaufnahme?||Nein, es ist ein passives Twinax-Kupferkabel.##Cisco-Original?||Ja, versiegelte Neuware mit Cisco Quality-ID."
QDD-400-CU1M,"Wie lang ist das QDD-400-CU1M?||Es ist ein passives QSFP-DD-Twinax-Kupferkabel von 1 m.##Braucht das Kabel Strom?||Nein — es ist eine passive Twinax-Baugruppe ohne eigene Stromaufnahme.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-CU2M,"Wie lang ist das QDD-400-CU2M?||Es ist ein passives QSFP-DD-Twinax-Kupferkabel von 2 m.##Braucht das Kabel Strom?||Nein — es ist eine passive Twinax-Baugruppe ohne eigene Stromaufnahme.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-CU3M,"Wie lang ist das QDD-400-CU3M?||Es ist ein passives QSFP-DD-Twinax-Kupferkabel von 3 m.##Braucht das Kabel Strom?||Nein — es ist eine passive Twinax-Baugruppe ohne eigene Stromaufnahme.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-4ZQ100-CU1M,"Wie teilt das QDD-4ZQ100-CU1M die Bandbreite auf?||Es fächert einen 400G-QSFP-DD-Port passiv in vier 100G-QSFP28-Ports auf (4×100G).##Ist es aktiv oder passiv?||Passiv — ein Twinax-Kupferkabel von 1 m ohne eigene Stromversorgung.##Original-Neuware?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-4ZQ100-CU2M,"Wie teilt das QDD-4ZQ100-CU2M die Bandbreite auf?||Es fächert einen 400G-QSFP-DD-Port passiv in vier 100G-QSFP28-Ports auf (4×100G).##Ist es aktiv oder passiv?||Passiv — ein Twinax-Kupferkabel von 2 m ohne eigene Stromversorgung.##Original-Neuware?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-4ZQ100-CU3M,"Wie teilt das QDD-4ZQ100-CU3M die Bandbreite auf?||Es fächert einen 400G-QSFP-DD-Port passiv in vier 100G-QSFP28-Ports auf (4×100G).##Ist es aktiv oder passiv?||Passiv — ein Twinax-Kupferkabel von 3 m ohne eigene Stromversorgung.##Original-Neuware?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QSFP-200-CU3M,"Welche Ports verbindet das QSFP-200-CU3M?||Zwei 200G-QSFP56-Ports, direkt über 3 m passives Twinax-Kupfer.##Ist es passiv?||Ja — ohne eigene Stromaufnahme.##Original-Neuware?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QSFP-4SFP25G-CU4M,"Worauf teilt das QSFP-4SFP25G-CU4M auf?||Auf vier 25G-SFP28-Ports — ein 100G-QSFP28-Port wird passiv in 4×25G aufgefächert.##Wie lang und welcher Typ?||4 Meter, passives Twinax-Kupfer ohne Stromaufnahme.##Cisco-Original?||Ja, versiegelte Neuware mit Cisco Quality-ID."
QDD-400-AOC1M,"Wie lang ist das QDD-400-AOC1M und wofür eignet es sich?||Es ist 1 m lang und auf kurze Punkt-zu-Punkt-Strecken innerhalb eines Racks ausgelegt.##Ist ein AOC aktiv oder passiv?||Aktiv — die Optik ist in beide QSFP-DD-Enden integriert, dazwischen liegt eine Multimode-Faser.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-AOC2M,"Wie lang ist das QDD-400-AOC2M und wofür eignet es sich?||Es ist 2 m lang und auf kurze Punkt-zu-Punkt-Strecken innerhalb eines Racks ausgelegt.##Ist ein AOC aktiv oder passiv?||Aktiv — die Optik ist in beide QSFP-DD-Enden integriert, dazwischen liegt eine Multimode-Faser.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-AOC3M,"Wie lang ist das QDD-400-AOC3M und wofür eignet es sich?||Es ist 3 m lang und auf kurze Punkt-zu-Punkt-Strecken innerhalb eines Racks ausgelegt.##Ist ein AOC aktiv oder passiv?||Aktiv — die Optik ist in beide QSFP-DD-Enden integriert, dazwischen liegt eine Multimode-Faser.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-AOC5M,"Wie lang ist das QDD-400-AOC5M und wofür eignet es sich?||Es ist 5 m lang und auf kurze Punkt-zu-Punkt-Strecken innerhalb eines Racks ausgelegt.##Ist ein AOC aktiv oder passiv?||Aktiv — die Optik ist in beide QSFP-DD-Enden integriert, dazwischen liegt eine Multimode-Faser.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-AOC7M,"Wie lang ist das QDD-400-AOC7M und wofür eignet es sich?||Es ist 7 m lang und auf mittlere Strecken zwischen benachbarten Racks ausgelegt.##Ist ein AOC aktiv oder passiv?||Aktiv — die Optik ist in beide QSFP-DD-Enden integriert, dazwischen liegt eine Multimode-Faser.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-AOC10M,"Wie lang ist das QDD-400-AOC10M und wofür eignet es sich?||Es ist 10 m lang und auf mittlere Strecken zwischen benachbarten Racks ausgelegt.##Ist ein AOC aktiv oder passiv?||Aktiv — die Optik ist in beide QSFP-DD-Enden integriert, dazwischen liegt eine Multimode-Faser.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-AOC15M,"Wie lang ist das QDD-400-AOC15M und wofür eignet es sich?||Es ist 15 m lang und auf mittlere Strecken zwischen benachbarten Racks ausgelegt.##Ist ein AOC aktiv oder passiv?||Aktiv — die Optik ist in beide QSFP-DD-Enden integriert, dazwischen liegt eine Multimode-Faser.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-AOC20M,"Wie lang ist das QDD-400-AOC20M und wofür eignet es sich?||Es ist 20 m lang und auf lange Strecken bis zum Reihenende (End-of-Row) ausgelegt.##Ist ein AOC aktiv oder passiv?||Aktiv — die Optik ist in beide QSFP-DD-Enden integriert, dazwischen liegt eine Multimode-Faser.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-AOC25M,"Wie lang ist das QDD-400-AOC25M und wofür eignet es sich?||Es ist 25 m lang und auf lange Strecken bis zum Reihenende (End-of-Row) ausgelegt.##Ist ein AOC aktiv oder passiv?||Aktiv — die Optik ist in beide QSFP-DD-Enden integriert, dazwischen liegt eine Multimode-Faser.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QDD-400-AOC30M,"Wie lang ist das QDD-400-AOC30M und wofür eignet es sich?||Es ist 30 m lang und auf lange Strecken bis zum Reihenende (End-of-Row) ausgelegt.##Ist ein AOC aktiv oder passiv?||Aktiv — die Optik ist in beide QSFP-DD-Enden integriert, dazwischen liegt eine Multimode-Faser.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QSFP-40GE-LR4,"Wie weit reicht das QSFP-40GE-LR4?||Bis 10 km über Singlemode-Glasfaser (40GBASE-LR4) mit LC-Anschluss.##Wie erreicht es 40G über eine Faser?||Es multiplext vier 10G-Kanäle im CWDM-Raster um 1310 nm.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QSFP-40-SR-BD,"Welchen Vorteil bietet das QSFP-40-SR-BD?||40G über die vorhandene 10G-Duplex-Multimode-Verkabelung (BiDi) — ein 40G-Upgrade ohne Neuverkabelung.##Wie weit reicht es?||Bis 100 m über OM3 und 150 m über OM4, mit LC-Duplex-Anschluss.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
OSFPR-800G-DR8,"Wie erreicht das OSFPR-800G-DR8 800G?||Über acht parallele 100G-Singlemode-Lanes (800GBASE-DR8) bei 1310 nm, bis 500 m.##Welcher Anschluss?||Ein MPO-Steckverbinder für die acht parallelen Faserpaare; OSFP mit integriertem Kühlkörper.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DP04SFP8-E20,"Was ist das DP04SFP8-E20?||Ein kohärentes 400ZR-OSFP-Modul (Digital Coherent Optics) für 400G-DWDM, voll C-Band durchstimmbar.##Worin unterscheidet es sich vom OSFPR-800G-DR8?||Das DP04SFP8-E20 ist kohärent (400ZR, DWDM); das DR8 ist direkt-moduliert (8×100G parallel SMF, Kurzstrecke).##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QSFP-4SFP25G-CU1.5M,"Worauf teilt das QSFP-4SFP25G-CU1.5M auf?||Auf vier 25G-SFP28-Ports — ein 100G-QSFP28-Port wird passiv in 4×25G aufgefächert.##Aktiv oder passiv?||Passiv — ein Twinax-Kupferkabel von 1,5 m ohne eigene Stromaufnahme.##Cisco-Original?||Ja, versiegelte Neuware mit Cisco Quality-ID."
QSFP-4SFP25G-CU2.5M,"Worauf teilt das QSFP-4SFP25G-CU2.5M auf?||Auf vier 25G-SFP28-Ports — ein 100G-QSFP28-Port wird passiv in 4×25G aufgefächert.##Aktiv oder passiv?||Passiv — ein Twinax-Kupferkabel von 2,5 m ohne eigene Stromaufnahme.##Cisco-Original?||Ja, versiegelte Neuware mit Cisco Quality-ID."
ONS-QC-16GFC-SW,"Was überträgt das ONS-QC-16GFC-SW?||Vier 16-Gigabit-Fibre-Channel-Kanäle (Quad 16G FC) über Multimode bei ~850 nm (Short Wave).##Für welche Plattform ist es?||Für die Cisco NCS 2000; es bündelt vier 16G-FC-Dienste in einem QSFP+-Port.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
ONS-QSFP28-LR4,"Wie weit reicht das ONS-QSFP28-LR4?||Bis 10 km über Singlemode (100GBASE-LR4) mit LC-Anschluss.##Wie werden 100G über eine Faser geführt?||Über vier 25G-Kanäle im CWDM-Raster um 1310 nm.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QSFP-100G-ZR4-I,"Wie weit reicht das QSFP-100G-ZR4-I?||Bis 80 km über Singlemode-Glasfaser (100G ZR4) mit Duplex-LC.##Wofür steht das -I?||Für die Industrietemperatur-Ausführung (-40 bis 85 °C).##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
QSFP-100G-B40D-I,"Wofür steht D im QSFP-100G-B40D-I?||Für die Downstream-Richtung des BiDi-Paars; die Gegenstelle ist das B40U-I (Upstream).##Wie viele Fasern braucht es?||Eine einzige Singlemode-Faser — BiDi nutzt getrennte Wellenlängen je Richtung (Long Reach).##Ist es für Industrieumgebungen geeignet?||Ja, es ist für den erweiterten (industriellen) Temperaturbereich ausgelegt."
QSFP-100G-B40U-I,"Wofür steht U im QSFP-100G-B40U-I?||Für die Upstream-Richtung des BiDi-Paars; die Gegenstelle ist das B40D-I (Downstream).##Wie viele Fasern braucht es?||Eine einzige Singlemode-Faser — BiDi nutzt getrennte Wellenlängen je Richtung (Long Reach).##Ist es für Industrieumgebungen geeignet?||Ja, es ist für den erweiterten (industriellen) Temperaturbereich ausgelegt."
DP01QS28-E20,"Was ist das DP01QS28-E20?||Ein kohärentes 100G-QSFP28-DWDM-Modul (Digital Coherent Optics), Reichweitenvariante E20.##Warum kohärent in QSFP28?||Der integrierte DSP bringt DWDM-Kohärenztechnik in den kompakten QSFP28-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DP01QS28-E25,"Was ist das DP01QS28-E25?||Ein kohärentes 100G-QSFP28-DWDM-Modul (Digital Coherent Optics), Reichweitenvariante E25.##Warum kohärent in QSFP28?||Der integrierte DSP bringt DWDM-Kohärenztechnik in den kompakten QSFP28-Formfaktor.##Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-30.33,"Auf welcher Wellenlänge sendet das DWDM-GBIC-30.33?||Auf dem festen ITU-Kanal 1530,33 nm (≈195,90 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-31.12,"Auf welcher Wellenlänge sendet das DWDM-GBIC-31.12?||Auf dem festen ITU-Kanal 1531,12 nm (≈195,80 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-31.90,"Auf welcher Wellenlänge sendet das DWDM-GBIC-31.90?||Auf dem festen ITU-Kanal 1531,90 nm (≈195,70 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-32.68,"Auf welcher Wellenlänge sendet das DWDM-GBIC-32.68?||Auf dem festen ITU-Kanal 1532,68 nm (≈195,60 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-34.25,"Auf welcher Wellenlänge sendet das DWDM-GBIC-34.25?||Auf dem festen ITU-Kanal 1534,25 nm (≈195,40 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-35.04,"Auf welcher Wellenlänge sendet das DWDM-GBIC-35.04?||Auf dem festen ITU-Kanal 1535,04 nm (≈195,30 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-35.82,"Auf welcher Wellenlänge sendet das DWDM-GBIC-35.82?||Auf dem festen ITU-Kanal 1535,82 nm (≈195,20 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-36.61,"Auf welcher Wellenlänge sendet das DWDM-GBIC-36.61?||Auf dem festen ITU-Kanal 1536,61 nm (≈195,10 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-38.19,"Auf welcher Wellenlänge sendet das DWDM-GBIC-38.19?||Auf dem festen ITU-Kanal 1538,19 nm (≈194,90 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-38.98,"Auf welcher Wellenlänge sendet das DWDM-GBIC-38.98?||Auf dem festen ITU-Kanal 1538,98 nm (≈194,80 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-39.77,"Auf welcher Wellenlänge sendet das DWDM-GBIC-39.77?||Auf dem festen ITU-Kanal 1539,77 nm (≈194,70 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-40.56,"Auf welcher Wellenlänge sendet das DWDM-GBIC-40.56?||Auf dem festen ITU-Kanal 1540,56 nm (≈194,60 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-42.14,"Auf welcher Wellenlänge sendet das DWDM-GBIC-42.14?||Auf dem festen ITU-Kanal 1542,14 nm (≈194,40 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-42.94,"Auf welcher Wellenlänge sendet das DWDM-GBIC-42.94?||Auf dem festen ITU-Kanal 1542,94 nm (≈194,30 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-43.73,"Auf welcher Wellenlänge sendet das DWDM-GBIC-43.73?||Auf dem festen ITU-Kanal 1543,73 nm (≈194,20 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-44.53,"Auf welcher Wellenlänge sendet das DWDM-GBIC-44.53?||Auf dem festen ITU-Kanal 1544,53 nm (≈194,10 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
DWDM-GBIC-46.12,"Auf welcher Wellenlänge sendet das DWDM-GBIC-46.12?||Auf dem festen ITU-Kanal 1546,12 nm (≈193,90 THz) im 100-GHz-DWDM-Raster.##Wie weit und über welche Faser?||Bis 80 km über Singlemode-Glasfaser mit Duplex-SC-Anschluss, 1000BASE-DWDM bei 1,25 Gbit/s.##Ist es ein Cisco-Original?||Ja, versiegelte Cisco-Neuware mit Cisco Quality-ID."
